season_year,team_league_id,team_league_name,team_id,team_name,player_id,player_name,g,gs,pa,ab,r,h,h1b,h2b,h3b,hr,tb,rbi,bb,hbp,ibb,sh,sf,so,gidp,sb,cs,e,pb
2021,1,セ・リーグ,4,中日,900065,大野　奨太,8,4,15,14,1,2,2,0,0,0,2,0,1,0,0,0,0,5,1,0,0,0,0
2021,1,セ・リーグ,4,中日,900071,谷元　圭介,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,1,セ・リーグ,4,中日,900406,岡田　俊哉,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,1,セ・リーグ,4,中日,900410,大島　洋平,141,141,596,548,54,160,135,19,5,1,192,34,42,3,5,1,2,60,4,16,8,1,0
2021,1,セ・リーグ,4,中日,1000109,三ツ俣　大樹,58,33,138,117,8,26,19,5,1,1,36,11,7,1,0,13,0,27,0,0,0,3,0
2021,1,セ・リーグ,4,中日,1000113,山下　斐紹,5,2,10,10,0,1,1,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0
2021,1,セ・リーグ,4,中日,1000138,大野　雄大,22,22,43,35,1,2,2,0,0,0,2,0,2,0,0,6,0,22,0,0,0,0,0
2021,1,セ・リーグ,4,中日,1100069,高橋　周平,137,131,520,475,40,123,91,27,0,5,165,39,40,1,4,0,4,79,21,1,0,8,0
2021,1,セ・リーグ,4,中日,1100071,田島　慎二,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,1,セ・リーグ,4,中日,1200055,福谷　浩司,18,18,27,23,0,3,3,0,0,0,3,2,0,0,0,4,0,10,0,0,0,2,0
2021,1,セ・リーグ,4,中日,1200059,溝脇　隼人,22,13,47,41,2,11,10,0,1,0,13,2,3,0,1,3,0,10,0,1,0,3,0
2021,1,セ・リーグ,4,中日,1200097,加藤　翔平,55,30,128,110,13,23,20,2,0,1,28,2,11,0,0,7,0,19,2,8,1,1,0
2021,1,セ・リーグ,4,中日,1200098,松葉　貴大,14,13,25,24,1,2,2,0,0,0,2,0,0,0,0,1,0,7,0,0,0,0,0
2021,1,セ・リーグ,4,中日,1200101,武田　健吾,93,5,41,38,8,5,2,2,0,1,10,1,1,0,0,2,0,17,1,0,0,1,0
2021,1,セ・リーグ,4,中日,1300063,又吉　克樹,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,1,セ・リーグ,4,中日,1300064,桂　依央利,36,19,75,71,6,18,11,4,2,1,29,7,1,1,0,2,0,24,2,0,0,2,1
2021,1,セ・リーグ,4,中日,1300066,祖父江　大輔,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,1,セ・リーグ,4,中日,1400161,井領　雅貴,38,11,68,64,6,14,9,3,1,1,22,2,4,0,0,0,0,19,2,0,0,0,0
2021,1,セ・リーグ,4,中日,1500074,小笠原　慎之介,25,25,47,40,0,5,4,1,0,0,6,2,1,0,0,6,0,27,0,0,0,1,0
2021,1,セ・リーグ,4,中日,1500075,佐藤　優,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,1,セ・リーグ,4,中日,1500076,木下　拓哉,123,111,393,352,33,95,67,17,0,11,145,43,35,1,4,3,2,58,11,1,1,2,2
2021,1,セ・リーグ,4,中日,1500077,福　敬登,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,1,セ・リーグ,4,中日,1500078,阿部　寿樹,66,64,240,215,18,45,30,10,0,5,70,16,19,0,0,4,2,36,8,0,1,0,0
2021,1,セ・リーグ,4,中日,1500079,石岡　諒太,6,2,11,11,0,1,1,0,0,0,1,0,0,0,0,0,0,5,1,0,0,0,0
2021,1,セ・リーグ,4,中日,1500082,三ツ間　卓也,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,1,セ・リーグ,4,中日,1500085,渡辺　勝,48,33,134,119,13,25,21,2,0,2,33,11,9,0,0,6,0,25,1,3,3,1,0
2021,1,セ・リーグ,4,中日,1600021,ビシエド,130,130,526,480,44,132,91,23,1,17,208,70,35,8,9,0,3,56,15,1,2,7,0
2021,1,セ・リーグ,4,中日,1600106,柳　裕也,26,26,58,46,3,6,5,1,0,0,7,3,1,0,0,10,1,22,0,0,0,0,0
2021,1,セ・リーグ,4,中日,1600107,京田　陽太,113,106,448,409,41,105,91,7,4,3,129,24,21,7,0,8,3,75,5,6,5,7,0
2021,1,セ・リーグ,4,中日,1600108,石垣　雅海,9,2,11,10,1,1,0,1,0,0,2,0,0,0,0,1,0,3,0,0,0,2,0
2021,1,セ・リーグ,4,中日,1600109,笠原　祥太郎,4,4,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
2021,1,セ・リーグ,4,中日,1600110,藤嶋　健人,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2021,1,セ・リーグ,4,中日,1700010,R.マルティネス,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,1,セ・リーグ,4,中日,1700101,鈴木　博志,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2021,1,セ・リーグ,4,中日,1700103,髙松　渡,78,32,123,112,18,28,27,1,0,0,29,4,3,1,0,6,1,35,0,15,9,4,0
2021,1,セ・リーグ,4,中日,1700104,清水　達也,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2021,1,セ・リーグ,4,中日,1700105,伊藤　康祐,25,4,21,19,4,1,0,1,0,0,2,0,0,0,0,2,0,9,0,0,0,0,0
2021,1,セ・リーグ,4,中日,1700106,山本　拓実,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,1,セ・リーグ,4,中日,1800008,A.マルティネス,48,15,94,82,7,20,18,0,0,2,26,7,10,2,2,0,0,30,1,0,1,0,0
2021,1,セ・リーグ,4,中日,1800059,根尾　昂,72,49,188,169,12,30,24,4,1,1,39,16,15,2,0,1,1,53,2,0,3,3,0
2021,1,セ・リーグ,4,中日,1800060,梅津　晃大,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2021,1,セ・リーグ,4,中日,1800061,勝野　昌慶,17,17,24,22,0,2,2,0,0,0,2,0,0,0,0,2,0,14,1,0,0,0,0
2021,1,セ・リーグ,4,中日,1800062,石橋　康太,11,2,16,14,0,2,2,0,0,0,2,0,1,0,0,1,0,3,1,0,0,0,0
2021,1,セ・リーグ,4,中日,1800064,滝野　要,38,5,30,29,6,3,2,0,1,0,5,0,1,0,0,0,0,4,0,3,0,0,0
2021,1,セ・リーグ,4,中日,1900038,橋本　侑樹,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,1,セ・リーグ,4,中日,1900039,岡野　祐一郎,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2021,1,セ・リーグ,4,中日,1900040,郡司　裕也,9,2,15,13,0,6,5,1,0,0,7,3,2,0,0,0,0,3,0,0,0,0,0
2021,1,セ・リーグ,4,中日,1900041,岡林　勇希,24,15,62,59,6,15,11,4,0,0,19,4,1,0,0,1,1,13,1,2,0,0,0
2021,1,セ・リーグ,4,中日,2000003,ロドリゲス,12,11,19,15,0,2,2,0,0,0,2,0,0,0,0,4,0,10,0,0,0,1,0
2021,1,セ・リーグ,4,中日,2000043,森　博人,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,1,セ・リーグ,4,中日,2000044,土田　龍空,9,1,7,5,0,2,1,1,0,0,3,2,2,0,0,0,0,2,0,0,0,2,0
2021,1,セ・リーグ,4,中日,2000048,近藤　廉,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,1,セ・リーグ,4,中日,2000137,ガーバー,12,11,46,45,3,7,6,1,0,0,8,1,1,0,0,0,0,18,0,0,0,0,0
2021,1,セ・リーグ,4,中日,2000138,ロサリオ,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,1,セ・リーグ,5,阪神,400057,糸井　嘉男,77,15,119,106,8,22,14,5,0,3,36,18,9,1,0,0,3,37,4,1,0,0,0
2021,1,セ・リーグ,5,阪神,400098,チェン・ウェイン,2,2,4,4,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2021,1,セ・リーグ,5,阪神,600089,岩田　稔,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,1,セ・リーグ,5,阪神,800021,桑原　謙太朗,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,1,セ・リーグ,5,阪神,900062,西　勇輝,24,24,42,35,2,5,3,2,0,0,7,1,1,0,0,6,0,12,0,0,0,1,0
2021,1,セ・リーグ,5,阪神,900100,二保　旭,4,3,6,4,0,0,0,0,0,0,0,0,1,0,0,1,0,3,0,0,0,1,0
2021,1,セ・リーグ,5,阪神,900425,秋山　拓巳,24,23,41,31,0,2,2,0,0,0,2,0,1,0,0,9,0,15,1,0,0,2,0
2021,1,セ・リーグ,5,阪神,900426,原口　文仁,56,0,58,49,3,10,7,2,1,0,14,3,5,4,0,0,0,12,0,0,0,1,0
2021,1,セ・リーグ,5,阪神,1200062,藤浪　晋太郎,21,6,13,9,1,1,0,0,0,1,4,2,0,0,0,4,0,7,0,0,0,0,0
2021,1,セ・リーグ,5,阪神,1200063,北條　史也,33,8,57,50,6,10,7,2,0,1,15,6,4,1,0,2,0,11,1,0,0,0,0
2021,1,セ・リーグ,5,阪神,1300070,岩貞　祐太,46,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,1,セ・リーグ,5,阪神,1300072,陽川　尚将,41,7,52,46,2,8,5,1,0,2,15,6,3,2,1,1,0,19,2,0,0,1,0
2021,1,セ・リーグ,5,阪神,1300073,梅野　隆太郎,130,125,458,404,33,91,70,15,3,3,121,33,41,5,3,6,2,107,14,8,4,6,3
2021,1,セ・リーグ,5,阪神,1300075,岩崎　優,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,1,セ・リーグ,5,阪神,1300076,加治屋　蓮,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,1,セ・リーグ,5,阪神,1400170,江越　大賀,31,0,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,1,1,0
2021,1,セ・リーグ,5,阪神,1400171,守屋　功輝,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,1,セ・リーグ,5,阪神,1400172,植田　海,64,0,7,6,15,2,2,0,0,0,2,0,1,0,0,0,0,2,0,10,1,0,0
2021,1,セ・リーグ,5,阪神,1500050,山本　泰寛,69,8,51,43,8,8,5,3,0,0,11,3,6,1,0,0,1,10,0,2,0,3,0
2021,1,セ・リーグ,5,阪神,1500087,坂本　誠志郎,45,18,73,65,4,12,8,2,1,1,19,6,5,0,0,2,1,21,0,0,0,1,0
2021,1,セ・リーグ,5,阪神,1500090,青柳　晃洋,25,25,51,43,3,7,6,1,0,0,8,2,1,0,0,7,0,25,1,0,0,1,0
2021,1,セ・リーグ,5,阪神,1500091,板山　祐太郎,43,0,17,14,5,2,0,1,1,0,5,1,2,0,0,1,0,6,0,0,0,0,0
2021,1,セ・リーグ,5,阪神,1600013,スアレス,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,1,セ・リーグ,5,阪神,1600113,大山　悠輔,129,122,512,466,55,121,75,23,2,21,211,71,37,2,1,0,7,89,15,2,1,10,0
2021,1,セ・リーグ,5,阪神,1600114,小野　泰己,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,1,セ・リーグ,5,阪神,1600116,浜地　真澄,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,1,セ・リーグ,5,阪神,1600117,糸原　健斗,125,121,488,441,34,126,104,17,3,2,155,30,41,2,0,1,3,61,9,6,5,7,0
2021,1,セ・リーグ,5,阪神,1600154,小林　慶祐,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2021,1,セ・リーグ,5,阪神,1700077,馬場　皐輔,44,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2021,1,セ・リーグ,5,阪神,1700078,髙橋　遥人,7,7,16,14,1,2,2,0,0,0,2,1,0,0,0,2,0,5,0,0,0,0,0
2021,1,セ・リーグ,5,阪神,1700079,熊谷　敬宥,73,0,6,5,13,0,0,0,0,0,0,0,0,0,0,1,0,1,0,7,1,0,0
2021,1,セ・リーグ,5,阪神,1700080,島田　海吏,57,12,78,70,7,17,14,3,0,0,20,9,5,0,0,3,0,13,0,8,1,0,0
2021,1,セ・リーグ,5,阪神,1800065,近本　光司,140,140,612,569,91,178,130,33,5,10,251,50,33,4,0,4,2,58,6,24,7,1,0
2021,1,セ・リーグ,5,阪神,1800066,小幡　竜平,43,6,25,23,5,6,4,1,1,0,9,0,2,0,0,0,0,7,0,3,1,1,0
2021,1,セ・リーグ,5,阪神,1800067,木浪　聖也,92,26,132,119,9,27,18,8,0,1,38,15,7,1,0,2,3,20,1,0,0,5,0
2021,1,セ・リーグ,5,阪神,1800068,齋藤　友貴哉,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,1,セ・リーグ,5,阪神,1800070,湯浅　京己,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,1,セ・リーグ,5,阪神,1900002,マルテ,128,127,526,446,55,115,74,18,1,22,201,71,74,4,3,0,2,72,16,0,0,8,0
2021,1,セ・リーグ,5,阪神,1900044,西　純矢,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,1,セ・リーグ,5,阪神,1900046,及川　雅貴,39,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2021,1,セ・リーグ,5,阪神,1900049,小川　一平,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,1,セ・リーグ,5,阪神,1900050,小野寺　暖,34,17,73,67,7,12,9,2,0,1,17,2,5,1,0,0,0,19,2,0,0,0,0
2021,1,セ・リーグ,5,阪神,1900147,ガンケル,20,20,37,31,3,5,4,1,0,0,6,0,1,0,0,5,0,16,0,0,0,1,0
2021,1,セ・リーグ,5,阪神,1900148,サンズ,120,114,461,408,47,101,59,21,1,20,184,65,49,1,5,0,3,89,11,1,1,9,0
2021,1,セ・リーグ,5,阪神,1900149,エドワーズ,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2021,1,セ・リーグ,5,阪神,2000051,佐藤　輝明,126,111,455,425,56,101,52,25,0,24,198,64,25,3,4,0,2,173,2,6,2,4,0
2021,1,セ・リーグ,5,阪神,2000052,伊藤　将司,23,22,44,39,1,2,2,0,0,0,2,0,3,0,0,2,0,25,1,0,0,1,0
2021,1,セ・リーグ,5,阪神,2000055,村上　頌樹,2,2,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2021,1,セ・リーグ,5,阪神,2000056,中野　拓夢,135,125,525,466,45,127,107,15,4,1,153,36,29,6,5,20,4,81,6,30,2,17,0
2021,1,セ・リーグ,5,阪神,2000058,石井　大智,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,1,セ・リーグ,5,阪神,2000144,アルカンタラ,24,7,12,9,0,1,1,0,0,0,1,1,0,0,0,3,0,5,0,0,0,0,0
2021,1,セ・リーグ,5,阪神,2000147,ロハス・ジュニア,60,51,206,189,18,41,26,7,0,8,72,21,15,2,0,0,0,58,3,1,3,1,0
2021,1,セ・リーグ,6,広島,700050,會澤　翼,70,48,204,180,18,46,33,10,0,3,65,22,16,4,2,1,3,33,8,0,0,1,3
2021,1,セ・リーグ,6,広島,800041,松山　竜平,85,36,194,175,9,46,34,10,0,2,62,29,17,0,0,0,2,22,4,0,0,5,0
2021,1,セ・リーグ,6,広島,800042,安部　友裕,85,35,170,151,8,38,32,5,0,1,46,12,15,1,2,1,2,47,2,2,1,4,0
2021,1,セ・リーグ,6,広島,800087,菊池　保則,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,1,セ・リーグ,6,広島,900038,中田　廉,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2021,1,セ・リーグ,6,広島,900397,長野　久義,71,22,140,125,6,27,22,3,0,2,36,13,14,1,0,0,0,30,2,1,0,1,0
2021,1,セ・リーグ,6,広島,900430,堂林　翔太,70,32,143,137,12,26,20,6,0,0,32,5,3,1,0,2,0,34,4,2,1,2,0
2021,1,セ・リーグ,6,広島,1000098,磯村　嘉孝,21,8,39,35,0,6,4,2,0,0,8,3,2,1,0,0,1,9,0,0,0,1,2
2021,1,セ・リーグ,6,広島,1000116,中﨑　翔太,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,1,セ・リーグ,6,広島,1100081,野村　祐輔,8,8,10,7,0,0,0,0,0,0,0,0,1,0,0,2,0,3,0,0,0,0,0
2021,1,セ・リーグ,6,広島,1100082,菊池　涼介,132,130,542,494,64,137,96,23,2,16,212,60,42,1,2,2,3,86,8,1,5,5,0
2021,1,セ・リーグ,6,広島,1100129,三好　匠,64,1,13,11,1,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,1,0
2021,1,セ・リーグ,6,広島,1200069,鈴木　誠也,132,126,533,435,77,138,74,26,0,38,278,88,87,6,11,0,5,88,7,9,4,3,0
2021,1,セ・リーグ,6,広島,1200070,上本　崇司,63,8,68,55,20,15,13,2,0,0,17,2,5,6,0,0,2,10,0,2,2,0,0
2021,1,セ・リーグ,6,広島,1300057,大瀬良　大地,23,23,51,40,3,4,4,0,0,0,4,1,4,0,0,7,0,18,0,0,0,1,0
2021,1,セ・リーグ,6,広島,1300058,九里　亜蓮,25,25,51,43,0,1,1,0,0,0,1,0,0,0,0,8,0,33,0,0,0,3,0
2021,1,セ・リーグ,6,広島,1300059,田中　広輔,81,30,160,136,12,28,22,4,0,2,38,8,18,2,0,4,0,23,0,1,3,5,0
2021,1,セ・リーグ,6,広島,1300061,中村　祐太,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2021,1,セ・リーグ,6,広島,1300082,曽根　海成,66,0,6,5,10,0,0,0,0,0,0,0,1,0,0,0,0,3,0,9,4,0,0
2021,1,セ・リーグ,6,広島,1400173,野間　峻祥,74,61,270,250,27,68,57,7,2,2,85,12,17,2,0,1,0,29,3,9,1,1,0
2021,1,セ・リーグ,6,広島,1400174,薮田　和樹,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2021,1,セ・リーグ,6,広島,1400175,塹江　敦哉,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2021,1,セ・リーグ,6,広島,1500094,高橋　樹也,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,1,セ・リーグ,6,広島,1500096,西川　龍馬,137,127,551,504,57,144,112,19,1,12,201,60,37,2,1,4,4,70,14,3,3,2,0
2021,1,セ・リーグ,6,広島,1600035,フランスア,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,1,セ・リーグ,6,広島,1600037,メヒア,18,9,40,37,2,8,8,0,0,0,8,0,2,1,0,0,0,11,0,0,0,0,0
2021,1,セ・リーグ,6,広島,1600121,矢崎　拓也,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,1,セ・リーグ,6,広島,1600122,高橋　昂也,15,15,25,22,1,3,3,0,0,0,3,1,0,0,0,3,0,12,2,0,0,1,0
2021,1,セ・リーグ,6,広島,1600123,床田　寛樹,16,15,28,20,0,4,3,1,0,0,5,2,0,0,0,7,1,9,0,0,0,0,0
2021,1,セ・リーグ,6,広島,1600124,坂倉　将吾,132,113,484,422,58,133,95,24,2,12,197,68,51,4,1,2,5,60,9,4,3,9,3
2021,1,セ・リーグ,6,広島,1700068,中村　奨成,39,12,61,53,15,15,10,3,0,2,24,5,8,0,0,0,0,15,0,3,1,2,0
2021,1,セ・リーグ,6,広島,1700070,ケムナ　誠,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2021,1,セ・リーグ,6,広島,1700072,遠藤　淳志,2,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2021,1,セ・リーグ,6,広島,1700075,藤井　黎來,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,1,セ・リーグ,6,広島,1800072,小園　海斗,113,113,481,449,65,134,105,18,6,5,179,35,13,3,1,12,4,57,7,4,4,10,0
2021,1,セ・リーグ,6,広島,1800073,島内　颯太郎,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,1,セ・リーグ,6,広島,1800074,林　晃汰,102,100,376,357,26,95,70,15,0,10,140,40,16,2,3,0,1,93,9,0,1,12,0
2021,1,セ・リーグ,6,広島,1800077,正隨　優弥,14,6,27,26,1,3,2,0,0,1,6,4,1,0,0,0,0,10,2,0,0,0,0
2021,1,セ・リーグ,6,広島,1800078,羽月　隆太郎,39,27,117,102,16,26,20,3,2,1,36,11,8,0,0,7,0,26,0,6,1,1,0
2021,1,セ・リーグ,6,広島,1800079,大盛　穂,56,7,41,37,9,10,8,1,1,0,13,3,1,1,0,2,0,19,2,5,1,0,0
2021,1,セ・リーグ,6,広島,1900052,森下　暢仁,24,24,57,46,1,3,3,0,0,0,3,1,1,0,0,10,0,19,1,0,0,0,0
2021,1,セ・リーグ,6,広島,1900053,宇草　孔基,43,35,158,148,18,43,31,7,1,4,64,14,6,3,0,1,0,42,1,6,5,0,0
2021,1,セ・リーグ,6,広島,1900056,石原　貴規,60,32,125,113,8,27,22,1,0,4,40,12,9,0,1,2,1,24,7,1,0,0,1
2021,1,セ・リーグ,6,広島,1900057,玉村　昇悟,17,17,31,29,1,6,5,1,0,0,7,3,1,0,0,1,0,16,0,0,0,1,0
2021,1,セ・リーグ,6,広島,1900134,コルニエル,50,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0
2021,1,セ・リーグ,6,広島,2000060,栗林　良吏,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,1,セ・リーグ,6,広島,2000061,森浦　大輔,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,1,セ・リーグ,6,広島,2000062,大道　温貴,24,7,10,9,0,1,0,1,0,0,2,2,0,0,0,1,0,6,0,0,0,0,0
2021,1,セ・リーグ,6,広島,2000063,小林　樹斗,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
2021,1,セ・リーグ,6,広島,2000065,矢野　雅哉,13,0,6,6,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0
2021,1,セ・リーグ,6,広島,2000128,クロン,42,35,137,130,10,30,16,8,0,6,56,16,6,1,0,0,0,47,2,0,0,3,0
2021,1,セ・リーグ,6,広島,2000129,ネバラスカス,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,1,セ・リーグ,6,広島,2000132,バード,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,2,パ・リーグ,7,西武,11715,松坂　大輔,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,2,パ・リーグ,7,西武,12101,中村　剛也,123,115,475,430,50,122,91,13,0,18,189,74,39,2,3,0,4,114,12,0,0,3,0
2021,2,パ・リーグ,7,西武,12102,栗山　巧,117,110,446,387,33,97,78,15,0,4,124,43,49,3,1,0,7,58,11,1,0,0,0
2021,2,パ・リーグ,7,西武,400010,内海　哲也,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,2,パ・リーグ,7,西武,700056,吉川　光夫,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,2,パ・リーグ,7,西武,700078,木村　文紀,20,14,56,50,4,9,7,2,0,0,11,3,3,0,0,2,1,18,0,0,0,0,0
2021,2,パ・リーグ,7,西武,800048,武隈　祥太,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,2,パ・リーグ,7,西武,900407,小川　龍也,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,2,パ・リーグ,7,西武,1000153,熊代　聖人,60,1,9,7,8,2,2,0,0,0,2,0,0,1,0,1,0,1,0,1,1,1,0
2021,2,パ・リーグ,7,西武,1100089,十亀　剣,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,2,パ・リーグ,7,西武,1200044,公文　克彦,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,2,パ・リーグ,7,西武,1200082,増田　達至,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,2,パ・リーグ,7,西武,1200083,金子　侑司,101,54,220,198,24,38,30,7,1,0,47,9,12,2,0,6,2,39,7,9,9,0,0
2021,2,パ・リーグ,7,西武,1300100,森　友哉,125,122,520,431,70,133,88,32,2,11,202,41,79,6,3,1,3,65,4,5,2,6,3
2021,2,パ・リーグ,7,西武,1300101,山川　穂高,110,106,414,358,42,83,46,13,0,24,168,66,43,7,0,0,6,101,7,0,0,4,0
2021,2,パ・リーグ,7,西武,1300105,岡田　雅利,34,10,55,42,3,5,3,1,0,1,9,2,4,2,0,7,0,5,0,0,0,0,0
2021,2,パ・リーグ,7,西武,1400010,メヒア,16,2,22,21,1,3,0,2,0,1,8,3,1,0,1,0,0,12,0,0,0,0,0
2021,2,パ・リーグ,7,西武,1400182,髙橋　光成,27,26,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2021,2,パ・リーグ,7,西武,1400183,佐野　泰雄,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,2,パ・リーグ,7,西武,1400184,外崎　修汰,73,72,300,254,30,56,37,14,0,5,85,19,35,2,0,6,3,54,1,9,5,5,0
2021,2,パ・リーグ,7,西武,1400186,山田　遥楓,98,49,173,147,14,29,22,6,1,0,37,18,13,0,0,10,3,41,1,1,2,5,0
2021,2,パ・リーグ,7,西武,1400187,戸川　大輔,8,6,18,17,0,1,1,0,0,0,1,1,0,0,0,0,1,5,0,0,0,0,0
2021,2,パ・リーグ,7,西武,1500100,川越　誠司,63,44,174,160,12,36,27,3,1,5,56,11,12,1,0,1,0,44,2,1,0,2,0
2021,2,パ・リーグ,7,西武,1500102,愛斗,97,82,316,292,24,64,36,18,2,8,110,39,13,6,2,3,2,60,5,1,2,2,0
